title,category,multiclass,content
Paslit pisak sa dyip,D,1,umbot buhay ospital -anyos batang lalaki matapos aksidenteng maatrasan nakaparadang sasakyan umano playground paslit kalaro biktima nakalap ulat lipa component police station batangas nabatid dakong ala- hapon kamakalawa magsimulang maglaro loob nakaparadang rebuilt jitney xgm pag-aari rodel maglinao virrey -anyos brgy antipolo del norte lipa city grupo biktimang jayson king castro rojo brgy antipolo del sur nakaparada umano sasakyan malapit bahay biktima naisipang maglaro loob paslit di sinasadyang nagalaw kambyo sasakyan umandar paatras mawala neutral shift gear takot pangyayari isa-isang naglundagan dyip bata sinamang-palad maatrasan biktima pumailalim rito deklarado itong doa lipa city district hospital pansa mantalang kustodya pulisya dyip driver owner
"200 tindahan ng paputok sa Bocaue, pinadlak",EC,3,pansamantalang ipinasara kahapon tindahan paputok bayan bocaue firecrackers capital bansa ganap naisasaayos karagdagang safety measures pag-iingat maulit naganap pagsabog kamakailan ikinasawi katao ikinasugat mayor joni villanueva-tugna nauunawaan mahigit pamilya bayan bocaue maaapektuhan pagpapasara tindahan paputok bayang nasasakupan peak season industriya pumasok buwan oktubre pansamantala itong pabubuksan nakumpleto karagdagang pag-iingat ilalatag firecracker manufacturers dealers
EYE-BALL: Player gusto nang magpa-trade,S,6,tuluyan ngang ini wan jamike jarin san beda college head coach red lions basbas naman management pag-alis jarin lumipat national university uaap tiyak nag-aambi syon iniwang puwesto jarin reliable source lang daw listahan pagpipilian sina louie alas jimmy alapag boyet fer nandez boyet fernandez dati coach natatandaan sinabi oras pabalikin handa louie alas naman pagiging coach ncaa team taon hinawakan letran napag-champion puwedeng-puwede jimmy alapag matagal naman siyang tumutulong basketball teams umalis ravena family patungong amerika makasama kiefer kapaskuhan pag pasko sanay n yan naman makauwi kiefer lang aalis mozzy ravena nanay nina kiefer thirdy noong araw nakaalis mag-anak time tiyak magkakasama silang pamilya amerika college teams kasali pba d-league nandiyan jose rizal university vergel meneses arellano chiefs dadalhin racal motors ama computer college maroons baka dalhin chooks go mlqu dadalhin victoria sports san beda college baka isali cignal papasikat pba player nagpapahanap agent possible trade ibang koponan siste ramdam daw player type coach kinausap player agent susu nod laro gagamitin coach ihanap ibang koponan
THUNDER SABLAY SA JAZZ,S,6,malakas simula utah jazz tumigil dulo tapakan oklahoma city thunder - nba game huwebes manila time salt lake city iniskor utah unang puntos laro doo lumingon tungo ikalawang sunod panalo ika- laro nanguna rodney hood points shooting gordon hayward kumamada field goal attempts tumapos points utah nadale naman rudy gobert ikalimang sunod double-double points rebounds ihatag thunder ikalawang sunod talo masagwa ging performance russell westbrook tumapos points six rebounds five assists enes kanter nagdeliber bench points minutong pagsalang samantala kinumpleto naman james har den triple-double quarters pinanood rockets tapusin sacramento kings - harden nagdeliber points assists rebounds ikalimang triple-double season i-extend winning run rockets nanguna rockets ryan anderson points nagsumite trevor ariza points ika- panalo rockets games
LP pumihit pa-minorya,P,5,muling pumihit pabalik minority bloc taga-liberal party lp nauna nagkainteres makihalo binubuong supermajority incoming house speaker pantaleon bebot alvarez parang dumadami tinatanggap sige mag-minority lang parang second-class pagtingin yun yung pakiramdam dating gustong sumama majority practical reason kahapon ifugao rep teddy baguilat panayam nilinaw dumami nagsasabi okey lang mag-minorya sapagkat status sitwasyon negosasyon patutunguhan think yung punto nag-decide speaker sonny belmonte sige lead minority yun yung inilabas desisyon noong nakaraang martes anang solon
Collegiate Awards ngayon,S,6,tampok collegiate basketball awards ngayong gabi montgomery place social hall e rodriguez ave quezon city smart player year kandidato prestihiyosong award miyembro mighty sports mythical five sina ben mbala jeron teng la salle jio jalalon arellano jayvee mocon san beda allwell oraeme mapua pang players nagpakitang gilas liga bibigyan parangal event binak-apan smart accel mighty sports mjm productions chooks go kikilalanin sina aldin ayo jamike jarin coach year matapos gaba yan la salle san beda championship uaap ncaa gagawa kasaysayan ayo unang coach nagwagi uaap ncaa coach year awards night isinasagawa taun-taon scribes nagko-cover collegiate beat first-time winner award jarin lumipat bakuran national university matapos bitbitin san beda ninth championship seasons host event mutya pilipinas asia pacific international feu courtside reporter ganiel krishnan
514 pedophiles hindi nakapasok sa Pinas,C,0,patuloy kampanya pamahalaan dayuhang sex offenders umabot indibidwal napigilang makapasok pilipinas makapambiktima menor-de-edad kabataan base datos inilabas bureau immigration bi taong kasalukuyan foreign sex offenders pedophiles naharang pinapasok ninoy aquino international airport naia pedophiles pinigilang makapasok bansa pawang amerikano australians britons nalalabing pang nasyunalidad
1K masisibak sa BI,EC,3,nanganganib wa lan trabaho mahigit contractual job order em pleyado bureau immigration bi matapos i-veto pangulong rodrigo duterte paggamit express lane kinokolekta ahensya magpasuweldo sinabi opisyal immigration officers association philippines ioap umaapela administrasyong du terte department budget management dbm pag-aralang mabuti magiging epekto buong bansa giit malayong maparalisa operasyon international airports subports field offices main office tramu ros manila dahi lan kabuuang empleyado ahen sya pawang contractual casual job order workers idinagdag kakulangan bi mahigit empleyado mare-renew kontrata contractual jos casual siguradong magkukulang umano tauhan magbabantay paliparan pantalan sinabi mahigit p bilyon kada taon kinikita bi express lane fees nagagamit pampasuweldo confidential agents overtime services empleyado bi
"2 suspek sa Turkey attack, nasilo",C,0,dayuhan dinakip turkish government ataturk airport umano konektado nightclub terror attack noong nakalipas new year day ikinamatay -katao ulat cnn wala pang ibinigay awtoridad detalye pagkakakilanlan naarestong dayuhan nasyonalidad samantala -katao naaresto nasabing pag-atake patuloy tinutugis awtoridad gunman nagpaulan bala reina nightclub ikinasugat maraming indibiduwal inako isis responsibilidad naturang pag-atake inilabas awtoridad video kuha suspek palengke di kalayuan sabing night club
Alden naghahanda na para sa future,E,2,memorable day december pambansang bae alden richards pagbukas bagong restaurant business concha gardern caf tomas morato quezon city spotted gma network execu tives vp drama redgie magno gma artist center savp alternative productions gigi santiago-lara namataan blessing restaurant alden co-star tween hearts sina joyce ching kristoffer martin nandoon magbigay suporta dabarkads eat bulaga sina taki bae-by baste aicelle santos dumating kasama boyfriend mark zambrano alden abala negosyo paghahanda future kasi really believe unknown yung unfortunate events yet come really use utilities things advantage time comes talagang never know kasi happen future really want secure aggressive comes putting businesses ni-reveal alden naisipan pasukin food business anu-ano pang negosyo plano pasukin everyone always hungry constant tao food clothing petroleum yun yung top three utak want put hopefully pag nabawi concha q c put gas station pagtatapos alden richards tight schedule alyas ro bin hood matutuloy christmas vacation mag-asa-wang dingdong dantes marian rivera-dantes spain maipakilala ama marian apo zia dantes magte-taping daw mag-pasko mag-new year tuloy tapings masaya tinatangkilik alyas robin hood actually ta yo bumabawi first half taon teleserye movie busy pagiging daddy zia akala katapusan taon gano n biglang dumating teleserye surprise kasi maraming nagkagusto enjoying high ratings yung plan magbakasyon spain na-move kasi nagpu-four taping days teleserye aalis kasi megan young miss world ina-advance scenes comes back taping ulit mag-tape mag-new year wala kaming maipapalabas tuluy-tuloy lang ngiti dong magbabakasyon daw pamilya baka malapit lang baka dito-dito lang yung madaling mapuntahan makabalik yan christmas wish spend least days family wala akong iniisip trabaho hopefully mangyari naman yan kasi sobra workload natin happy nangyayari diin muntik ngang kalimutan dong second wedding anniversary marian december oo pala ha ha ha ha malakas tawa puro kasi zia utak nakalimutan wedding anniversary misis wala kaming plano talaga naiba vacation plans ise-celebrate yan kasama zia
13th month pay ipinaalala ng DoLE,EC,3,pinaalalahanan department labor employment dole kahapon employer bayaran empleyado th month pay sumapit bisperas pasko disyembre labor secretary silvestre bello iii rank-and-file employees tumanggap th month pay man uri trabaho basta nagtrabaho buwan mahigit loob taon th month pay labor standard provision law dole compromise payment pahayag bello binigyang-diin bello magiging benepisyo pagkakaloob empleyado nararapat aniya mapapataas pagiging produktibo manggagawa good labor-management relations increased workers enterprises productivity competiveness result workers paid due aniya th month pay katumbas one-twelfth basic salary empleyado loob calendar year
"AWOL COP MAS PINILING MAMATAY ""  TOKHANG TEAM",C,0,halip sumuko dating kabaro aarestuhin nanlaban mapatay awtoridad awol pulis lungsod quezon kahapon umaga dead-on-the-spot suspek po arnel arnaiz dating miyembro quezon city police qcpd district iii kalaunan inilipat caloocan city police office umano tuluyang nag-awol absent without leave ulat qcpd station iii ganap umanong alas- umaga maganap insidente mismong pamamahay dating pulis virginia street jordan village brgy baesa nasabing lungsod nagsasagawa umano oplan tokhang awtoridad makarating pamamahay arnaiz agad itong kinatok pinakiusapan umanong sumuko halip makipag-kooperasyon bigla umanong pinaputukan pulis labas bahay upang mapilitan siyang paputukan nagawa pang maisugod pinakamalapit ospital biktima nasawi antimano samantala napagalamang nagtungo umano pulisya pamamahay dating pulis upang pakiusapan itong isuko impormasyong nakuha asset sangkot umano iligal kalakaran ipinagbabawal gamot bahagi oplan tokhang katok pakiusap nanlaban umano napilitan pulisya paputukan arnaiz
"BARBIE, BINABAKURAN NI KEN CHAN!",E,2,pagpapakilig comedy pang-opening salvo kapuso network via meant pinagbibidahan barbie forteza four leading men sina ivan dorschner jak roberto addy raj ken chan maiwasang maalala meteor garden especially self-confessed fan mg opening scenes lang meant mapapanood lunes gabi gma telebabad matching good-looking men parang f talaga meteor garden barbie oo naman pasadong-pasado mag-mala-shancai gaya katukayo barbie hsu magugustuhan viewers lalo bagets yung fan mg meant kuhang-kuha ken jerry yan mala-dao ming naman meant grabeng maangas suplado naman daw copied inspired lang scenes characterization meant taiwanese series preview pilot episode meant kunsaan pinanood cast nasasabi tawanan pinapanood haba hair barbie napapaligiran talaga boylets parang sobrang relax close agad leading men banda itinanggi ken diretsuhin itong tanungin binabakuran raw barbie makalapit sina addy ivan jak nakuha pang magbiro ken siyempre lang talaga binawi sinabing raw totoong binabakuran makalapit maka-close barbie fans nakakapansin pagbabakod daw ken barbie seeing preview mukhang nagiging close naman barbie edge lang talaga ken years silang magkakilala
San Beda luhod sa St. Benilde,S,6,matamlay umpisa defending champion college saint benilde napaluhod makulit san beda college - - - - kahapon women division nd ncaa volleyball tournament filoil flying v center san juan city nasugatan first set - mabalasik lady blazers huling frames upang sikwatin pang-anim panalo salang masolo segundo puwesto team standings pinamunuan rachel anne austerio opensa st benilde matapos magtala points sina last year finals mvp jeanette panaga jan arianne daguil ranya musa nag-ambag tig- puntos concerned san beda going really slowed us first set good thing changed attitude played aggressive saad csb coach michael carino humulagpos gic four red spikers matapos ilista - karta nanganganib makasampa semis pang panalo csb panigurado playoff final four mananaig naman huling laro swak semifinals susunod makakalaban taft-based squad arellano university enero sunod wala pang mantsa last year runner-up san sebastian college jan men division pinasan johnvic de guzman st benilde - - - panalo kontra san beda hablutin solo lead barahang - semplang segundo lions sakmal - card
