title,category,content,original
"Kumander Sahiron ng Sayyaf, susuko na",,hayag ano tensyon suko awtoridad taas lider abu sayyaf group asg radul sahiron tanda lt gen carlito galvez jr commander western min danao command kausap ano sahiron tanda sulu batid tensyon balik-loob gobyerno iwala hene ral posibleng hirap sahiron pang miyembro asg hpay opensiba militar rtikular bay talipao tikul nbubg pang bahagi sulu sahiron paniniwalaang edad higit taong gulang sabi galvez nais sahiron suko tunay lang ibabang ranggo asg gustong tigil armadong kipaglab terorismo makail miyembro asg suko tawi-tawi sabi galvez kondisyon sahiron suko siyang ibigay estados unidos pang bansa tanging pilipas hawak kaso bihag grupo sahiron octavio dampo propesor mdanao state university sulu sabi diabetes asg leader,nagpahayag umano intensyon sumuko awtoridad mataas lider abu sayyaf group asg radulan sahiron katandaan lt gen carlito galvez jr commander western min danao command kinausap umano sahiron matatanda sulu maipabatid intensyon magbalik-loob gobyerno naniniwala hene ral posibleng nahihirapan sahiron pang miyembro asg humpay opensiba militar partikular bayan talipao patikul mainbubg pang bahagi sulu sahiron pinaniniwalaang edad mahigit taong gulang sinabi galvez pagnanais sahiron sumuko patunay lang ibabang ranggo asg gustong tumigil armadong pakikipaglaban terorismo kamakailan miyembro asg sumuko tawi-tawi sinabi galvez kondisyon sahiron pagsuko siyang ibigay estados unidos pang bansa tanging pilipinas hahawak kaso binihag grupo sahiron octavio dinampo propesor mindanao state university sulu nagsabi diabetes asg leader
‘Mother of all bombs’ idinepensa ng US,,idepensa us military hakbang gamit pakamalaking non-nuclear bomb ibagsak amerika paniniwalaang kuta islamic state is militants afghanist turang air strike arhar province lapit st border is fighters sawi sabi afghan officials wala ang sibily damay general john nicholson head us international forces afghanist gbu- bomb tawag ding mother bombs moab pasabog ano serye tunnel gamit is ac district arhar igiit heneral tama gamit sabg bomba tamang target bahagi daw taktika sabi us president donald trump bigy awtorisasyon militar sabg hakbang sabay bigay puri sundalo,idinepensa us military hakbang paggamit pinakamalaking non-nuclear bomb ibinagsak amerika pinaniniwalaang kuta islamic state isis militants afghanistan naturang air strike nangarhar province malapit pakistan border isis fighters nasawi sinabi afghan officials wala namang sibilyan damay general john nicholson head us international forces afghanistan gbu- bomb tinatawag ding mother bombs moab pinasabog umano serye tunnel ginagamit isis achin district nangarhar iginiit heneral tama gamitin nasabing bomba tamang target bahagi daw taktika sinabi us president donald trump binigyan awtorisasyon militar nasabing hakbang kasabay pagbibigay papuri sundalo
De Lima  nakiramay sa  mga nasawing  sundalo sa ASG  Bohol clash,,abot kiramay senador leila de milya sundalong atay tapos kipagbakbak bandidong grupong abu sayaff asg bohol makail sundalo pulis ulat atay turang engkuwentro handwritten note senadora petsang abril kiramay senadora milya atay gayund nam papuri militar sukol lider asg paniniwalaang responsable rahas bilang pugot ulo dayu join nation expressing sympathies family loved ones uniformed personnel soldiers policeman perished firefight abu sayyaf bandits bohol also laud military neutralizing notorious leader asg believed responsible atrocities including beheading foreigners senadora nawag senador mahala gamit puwersa upang durog natu rang bandido sabay niyak kaisa rangal sandatahang lakas pilipas angalaga yapa kala yaan bansa,nagpaabot pakikiramay senador leila de pamilya sundalong namatay matapos pakikipagbakbakan bandidong grupong abu sayaff asg bohol kamakailan sundalo pulis napaulat namatay naturang engkuwentro handwritten note senadora petsang abril nakikiramay senadora pamilya namatayan gayundin naman pinapurihan militar pagkakasukol lider asg pinaniniwalaang responsable karahasan kabilang pagpugot ulo dayuhan join nation expressing sympathies family loved ones uniformed personnel soldiers policeman perished firefight abu sayyaf bandits bohol also laud military neutralizing notorious leader asg believed responsible atrocities including beheading foreigners senadora nawagan senador pamahalaan gamitin puwersa upang madurog natu rang bandido kasabay paniniyak kaisa pagpaparangal sandatahang lakas pilipinas pangangalaga kapayapaan kala yaan bansa
8 arestado sa subway bombing,,aresto suspek wang miyembro extremist cells ugnay ya sabog train station st petersburg russia yari noong raang lggo alexander bortnikov hepe russi federal security service paniniwalaang miyembro terrorist cells kulong st petersburg nam moscow koneksyon turang terror attack sabi rusi fsb chief dating miyembro soviet central asi republics tagpu pulisya ramg armas ammunition bahay kilala dakip akbardzhon dzhalilov anyos kyrgyz-born russi national sabing sabog yarg suicide attack lawang pakamalaking lungsod russia ikamatay katao samantala inam kulang intelligence agencies track banta terorista,naaresto suspek pawang miyembro extremist cells kaugnay nangya pagpapasabog train station st petersburg russia nangyari noong nakaraang linggo alexander bortnikov hepe russian federal security service pinaniniwalaang miyembro terrorist cells nakakulong st petersburg naman moscow koneksyon naturang terror attack sinabi rusian fsb chief dating miyembro soviet central asian republics natagpuan pulisya maraming armas ammunition bahay kinilala nadakip akbardzhon dzhalilov -anyos kyrgyz-born russian national sinasabing pagpapasabog nangyaring suicide attack ikalawang pinakamalaking lungsod russia ikinamatay -katao samantala inamin nagkulang intelligence agencies pag-track banta terorista
Abu Sayyaf nasa Bohol na,,abot iulat atay yarg engkuwentro ina banga bohol hapon afp public affairs office chief marine col edgard arevalo patay kabibilang miyembro bandidong abu sayyaf group asg miyembro afp pulis pang sundalo iulat sugat base ilabas joint statement central command police regional office pro sagawa clearing ope rations awtoridad brgy napo ba yan abanga bohol tapos higit oras sagupa bigy nam puri taas opis yal central command pro pulis miyembro afp bohol tanggol sakup teroristang grupo bigy pugay bayani igitg sundalo buwis buhay yarg laban samantala dala ragdagang sundalo afp tuloy operasyon sabg lugar ugunita deklara us embass unsubstantiated yet credible report ugnay kidnapping central visayas,umabot iniulat namatay nangyaring engkuwentro ina banga bohol kahapon afp public affairs office chief marine col edgard arevalo patay kinabibilangan miyembro bandidong abu sayyaf group asg miyembro afp pulis pang sundalo iniulat sugatan base inilabas joint statement central command police regional office pro nagsasagawa clearing ope rations awtoridad brgy napo ba yan inabanga bohol matapos mahigit oras sagupaan binigyan naman papuri matataas opis yal central command pro pulis miyembro afp bohol pagtatanggol nasasakupan teroristang grupo binigyan pugay kabayanihan magigiting sundalo nagbuwis buhay nangyaring labanan samantala nagpadala karagdagang sundalo afp pagpapatuloy operasyon nasabing lugar magugunita nagdeklara us embass unsubstantiated yet credible report kaugnay kidnapping central visayas
Pope Francis kinondena ang Palm Sunday attack,,kondena santo papa taguriang palm sunday massacre egypt tiyak darasal taong sawi sugat pray dead victims lord convert hearts people sow terror violence death even hearts produce traffic weapons pope francis atake itakda bisita santo papa egypt daratg abril  samantala tagal buw state emergency sunod mbal sabog coptic church sabg bansa,kinondena santo papa tinaguriang palm sunday massacre egypt tiniyak ipagdarasal -kataong nasawi nasugatan pray dead victims lord convert hearts people sow terror violence death even hearts produce traffic weapons pope francis atake itinakda pagbisita santo papa egypt darating abril - samantala tatagal buwan state emergency kasunod kambal pagsabog coptic church nasabing bansa
"Palm Sunday massacre sa Egypt, 45 patay",,lumo santo papa mbal sabog simba egypt taguriang palm sunday massacre katao sawi sugat pray dead victims lord convert hearts people sow terror violence death even hearts produce traffic weapons hayag pope francis takda sanang bisita egypt santo papa daratg april abril samantala tagal buw ideklarang state emergency egypt layong lawak ngyari pulis aresto surveillance seizures limitasyon galaw publiko nilulutas krimen yari sabog sagsag palm sunday mass hapon unang pasabog st george coptic church lungsod tanta katao atay deboto sugat oras lipas suicide bomber atake labas st mark coptic church alexandria katao patay bilang police officers sugat sabog ako islamic state iraq syria is pamunu abu al-baraa al-masri abu ishaaq al-masri,nanlumo santo papa kambal pagpapasabog simbahan egypt tinaguriang palm sunday massacre -katao nasawi sugatan pray dead victims lord convert hearts people sow terror violence death even hearts produce traffic weapons pahayag pope francis nakatakda sanang bumisita egypt santo papa darating april abril samantala tatagal buwan idineklarang state emergency egypt layong palalawakin kapangyarihan pulis pag-aresto surveillance seizures limitasyon galaw publiko nilulutas krimen nangyari pagpapasabog kasagsagan palm sunday mass kahapon unang pinasabog st george coptic church lungsod tanta -katao namatay deboto sugatan oras lumipas suicide bomber umatake labas st mark coptic church alexandria katao patay kabilang police officers nasugatan pagpapasabog inako islamic state iraq syria isis pinamumunuan abu al-baraa al-masri abu ishaaq al-masri
"Suicide bombing sa Somalia, 17 patay",,katao sawi suicide bombing mogadishu somalia ulat cnn sabi police capt osm mohamed tangka terror group al-shabaab assassate bagong somali military chief gen ahmed mohamed irfid anap sabog kalye military academy ministry defense headquarters tangka suicide bomber ibangga saky nitong kotse bomba sakyang lul irfid halip bangga target convoy salpok suicide bomber minibus sakay sibily,-katao nasawi suicide bombing mogadishu somalia ulat cnn sinabi police capt osman mohamed tinangka terror group al-shabaab pag-assassinate bagong somali military chief gen ahmed mohamed irfid naganap pagsabog kalye military academy ministry defense headquarters tinangka suicide bomber ibangga sinasakyan nitong kotse bomba sasakyang lulan irfid halip bumangga target convoy sumalpok suicide bomber minibus sakay sibilyan
Mag-asawang ISIS inilipat sa AFP,,hawak armed forces philippes afp asawang miyembro is aresto makail taguig city tapos ilipat bureau immigration national bureau investigation nbi kustodiya asawang husayn al-dhafiri rahaf zina armed forces philippes afp intelligence service group fort bonifacio taguig higpit afp seguridad kala lagy asawang is upang tiyak kilos samang balak iproproseso deportation alam imbestigasyon labas sangkot al-dhafiri bansang kuwait mpasabog tukoy islamic state middle-level leader patid dating lider islamic state patay zina nam syria iulat dating asawa second-in-command lea der sabg grupo buwang buntis,hawak armed forces philippines afp mag-asawang miyembro isis naaresto kamakailan taguig city matapos ilipat bureau immigration national bureau investigation nbi kustodiya mag-asawang husayn al-dhafiri rahaf zina armed forces philippines afp intelligence service group fort bonifacio taguig pinaghigpit afp seguridad kinala lagyan mag-asawang isis upang matiyak makakikilos masamang balakin iprinoproseso deportation napag-alaman imbestigasyon lumalabas sangkot al-dhafiri bansang kuwait pampasabog tinukoy islamic state middle-level leader kapatid dating lider islamic state patay zina naman syria iniulat dating asawa second-in-command lea der nasabing grupo buwang buntis
US ‘di titigil sa atake; Pinoys pauuwiin,,tuloy atake bigay ragdagang bala united states u sunod hakbang syria sabi white house direkta silang galaw bigy leksiyon syria chemical attack bila kondena russia sidente tuloy pentagon imbestigasyon sangkot russia chemical attack syria sanhi isagawang missile attack u tamo extensive damage syri airbase balewala nam u hayag syri president bashar al-assad unjust unabashed assault atake u batid gina wang atake una-una hang direct military action u assad noong mula taon civil war samantala ha yag nam siya halong amba survivors chemical attack syria military action u survivors bigla halong takot ngamba baka lalong tding hakbang syri president bashar al-assad milya biktima sabg talagang nagut assad iwala direktang usap sina trump assad samantala ilagay department foreign affairs dfa pakamataas alerto filipo syria sunud-sunod gulu bansa batid dfa ngangahulug pauwi overseas filipo workers ofws lugar upang layo anib sunod chemical attack ging sawi katao bilang bata,tuloy pag-atake magbibigay karagdagang babala united states u susunod hakbang syria sinabi white house direkta silang gagalaw mabigyan leksiyon syria chemical attack kabila pagkondena russia insidente ipagpapatuloy pentagon imbestigasyon pagkakasangkot russia chemical attack syria sanhi isinagawang missile attack u nagtamo extensive damage syrian airbase binalewala naman u pahayag syrian president bashar al-assad unjust unabashed assault atake u nabatid gina wang atake kauna-una hang direct military action u assad noong magsimula taon civil war samantala nagpaha yag naman kasiyahan halong pangamba survivors chemical attack syria military action u survivors nabigla pagkahalong takot ngamba baka lalong matinding hakbang syrian president bashar al-assad pamilya biktima nagsabing talagang papanagutin assad naniniwala direktang mag-usap sina trump assad samantala inilagay department foreign affairs dfa pinakamataas alerto filipino syria sunud-sunod kaguluhan bansa nabatid dfa ngangahulugan pauwiin overseas filipino workers ofws lugar upang mailayo panganib kasunod chemical attack ging pagkasawi katao kabilang bata
